Episode reward: 0.000	Steps: 7902	Avg. loss: 0.020588443692152698	Avg. reward: 0.6774193548387096	Avg. Q: 0.9327759088254443	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 2.000	Steps: 8008	Avg. loss: 0.012892913398833049	Avg. reward: 0.6914893617021277	Avg. Q: 0.9330535984639102	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 1.000	Steps: 8084	Avg. loss: 0.018449451391413612	Avg. reward: 0.6947368421052632	Avg. Q: 1.017017005828389	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 0.000	Steps: 8163	Avg. loss: 0.015669117093478378	Avg. reward: 0.6875	Avg. Q: 1.0108999994736683	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 1.000	Steps: 8222	Avg. loss: 0.01168544366179655	Avg. reward: 0.6907216494845361	Avg. Q: 1.0613672096850508	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 1.000	Steps: 8306	Avg. loss: 0.014767650664517922	Avg. reward: 0.6938775510204082	Avg. Q: 0.9511362505810601	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 2.000	Steps: 8392	Avg. loss: 0.023687279568879272	Avg. reward: 0.7070707070707071	Avg. Q: 0.9887436736923779	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 3.000	Steps: 8487	Avg. loss: 0.02366014358425594	Avg. reward: 0.73	Avg. Q: 0.9938476890848394	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 1.000	Steps: 8576	Avg. loss: 0.01899507872598327	Avg. reward: 0.74	Avg. Q: 0.9825806012760834	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 3.000	Steps: 8696	Avg. loss: 0.01639697587233968	Avg. reward: 0.76	Avg. Q: 1.0101406787832579	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 3.000	Steps: 8796	Avg. loss: 0.024547183017712085	Avg. reward: 0.78	Avg. Q: 1.0504576045274734	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 1.000	Steps: 8860	Avg. loss: 0.027278875099000288	Avg. reward: 0.77	Avg. Q: 1.0655382911985118	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 0.000	Steps: 8937	Avg. loss: 0.011089234533229549	Avg. reward: 0.76	Avg. Q: 1.030562542733692	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 4.000	Steps: 9036	Avg. loss: 0.013369792478624732	Avg. reward: 0.79	Avg. Q: 0.994927752198595	Greedinessless: 0.02	Vanilla reward: 4.000
Episode reward: 1.000	Steps: 9117	Avg. loss: 0.02253489155555144	Avg. reward: 0.8	Avg. Q: 0.9794056393482067	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 1.000	Steps: 9175	Avg. loss: 0.018386181028160666	Avg. reward: 0.8	Avg. Q: 1.0813215405776584	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 3.000	Steps: 9287	Avg. loss: 0.013049213494273968	Avg. reward: 0.79	Avg. Q: 1.0625292401583422	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 3.000	Steps: 9395	Avg. loss: 0.01913213228194595	Avg. reward: 0.8	Avg. Q: 0.986009783031028	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 0.000	Steps: 9456	Avg. loss: 0.01852753163984744	Avg. reward: 0.77	Avg. Q: 1.0452221255810534	Greedinessless: 0.02	Vanilla reward: 0.000
Episode reward: 4.000	Steps: 9573	Avg. loss: 0.022010150427753426	Avg. reward: 0.78	Avg. Q: 1.0624063914997286	Greedinessless: 0.02	Vanilla reward: 4.000
Episode reward: 7.000	Steps: 9720	Avg. loss: 0.021073341344458027	Avg. reward: 0.85	Avg. Q: 1.0685141789399577	Greedinessless: 0.02	Vanilla reward: 7.000
Episode reward: 1.000	Steps: 9794	Avg. loss: 0.01988159148216558	Avg. reward: 0.86	Avg. Q: 1.0236014745256923	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 2.000	Steps: 9902	Avg. loss: 0.026113346074621572	Avg. reward: 0.87	Avg. Q: 0.9901552573766237	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 3.000	Steps: 10001	Avg. loss: 0.015255094687454403	Avg. reward: 0.91	Avg. Q: 0.9594113953185804	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 3.000	Steps: 10108	Avg. loss: 0.01993420878770175	Avg. reward: 0.95	Avg. Q: 0.9891579749056855	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 2.000	Steps: 10185	Avg. loss: 0.015416593946467497	Avg. reward: 0.98	Avg. Q: 1.1038930124534674	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 1.000	Steps: 10262	Avg. loss: 0.01888072191382219	Avg. reward: 0.97	Avg. Q: 0.970316353298369	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 5.000	Steps: 10413	Avg. loss: 0.022518293173848895	Avg. reward: 1.02	Avg. Q: 0.9483848806906483	Greedinessless: 0.02	Vanilla reward: 5.000
Episode reward: 1.000	Steps: 10507	Avg. loss: 0.019788247442034924	Avg. reward: 1.03	Avg. Q: 0.9615590595607216	Greedinessless: 0.02	Vanilla reward: 1.000
Episode reward: 6.000	Steps: 10632	Avg. loss: 0.020367326920677442	Avg. reward: 1.09	Avg. Q: 1.058451796690623	Greedinessless: 0.02	Vanilla reward: 6.000
Episode reward: 4.000	Steps: 10748	Avg. loss: 0.015108651098201116	Avg. reward: 1.14	Avg. Q: 1.0934173235262947	Greedinessless: 0.02	Vanilla reward: 4.000
Episode reward: 2.000	Steps: 10819	Avg. loss: 0.010571317172006649	Avg. reward: 1.17	Avg. Q: 1.0371099657296015	Greedinessless: 0.02	Vanilla reward: 2.000
Episode reward: 6.000	Steps: 10941	Avg. loss: 0.016874476208261425	Avg. reward: 1.24	Avg. Q: 1.0472983147928623	Greedinessless: 0.02	Vanilla reward: 6.000
Episode reward: 3.000	Steps: 11042	Avg. loss: 0.02741425107116811	Avg. reward: 1.28	Avg. Q: 1.0174815497382639	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 3.000	Steps: 11164	Avg. loss: 0.022165379434403394	Avg. reward: 1.32	Avg. Q: 1.056078615817216	Greedinessless: 0.02	Vanilla reward: 3.000
Episode reward: 5.000	Steps: 11298	Avg. loss: 0.01424788011266201	Avg. reward: 1.38	Avg. Q: 1.1136981803386365	Greedinessless: 0.02	Vanilla reward: 5.000
Episode reward: 3.000	Steps: 11392	Avg. loss: 0.021557462809141725	Avg. reward: 1.42	Avg. Q: 0.9423972777229674	Greedinessless: 0.02	Vanilla reward: 3.000
